split	source	reference	greedy	beam
uqa_valid	برلن میں ، ہوگنوٹس نے دو نئے پڑوس بنائے: <ans> ڈوروتھین سٹیٹ اور فریڈرک سٹیٹ </ans> ۔	برلن میں پیدا ہونے والے دو ہوگنوٹ پڑوس کیا تھے؟	ہوگنس نے دو نئے نام کے دو نئے نام کیا ہیں؟	ہو کروٹس کے دو نئے نام کیا ہیں؟
uqa_valid	1700 تک ، شہر کی آبادی کا <ans> ایک پانچواں حصہ </ans> فرانسیسی بولنے والا تھا۔	برلن کی آبادی کا کتنا حصہ 1700 تک فرانسیسی بولتا تھا؟	1700 کی آبادی کا کتنا حصہ فرانسیسی بولنے والا تھا؟	1700 کی آبادی کا کتنا حصہ فرانسیسی بولنے والا تھا؟
uqa_valid	انہوں نے بالآخر 1806-07 میں <ans> نپولین کے ذریعہ پروسیا پر قبضے کے خلاف احتجاج میں </ans> جرمن میں تبدیل ہونے کا فیصلہ کیا۔	برلن کے ہیوگنٹس نے اپنی خدمات میں فرانسیسی زبان سے جرمن زبان میں تبدیلی کیوں کی؟	نپولین نے کس پروشین جرمن میں جرمن سلطنت کا فیصلہ کیا؟	1806-06 میں فریڈرک نے کس ادارے میں تبدیل ہونے کا فیصلہ کیا؟
uqa_valid	انہوں نے بالآخر 1806-07 میں نپولین کے ذریعہ پروشیا پر قبضے کے خلاف <ans> احتجاج </ans> میں جرمن میں تبدیل ہونے کا فیصلہ کیا۔	برلن کے ہیوگنٹس نے اپنی خدمات میں فرانسیسی زبان سے جرمن زبان میں تبدیلی کیوں کی؟	نپولین نے کس سال جرمن فتح کا فیصلہ کیا؟	نپولین بوناپارٹ کس سال میں تبدیل کیا گیا تھا؟
uqa_valid	انہوں نے بالآخر <ans> 1806-07 </ans> میں نپولین کے ذریعہ پروشیا پر قبضے کے خلاف احتجاج میں جرمن میں تبدیل ہونے کا فیصلہ کیا۔	یہ قبضہ کس سال ہوا تھا؟	نپولین نے پروسیا پر قبضہ کرنے کے لئے کب شکست دی؟	نپولین نے کس سال نپولین پر قبضہ کیا؟
uqa_valid	انہوں نے بالآخر <ans> 1806-07 </ans> میں نپولین کے ذریعہ پروشیا پر قبضے کے خلاف احتجاج میں جرمن زبان میں تبدیل ہونے کا فیصلہ کیا۔	یہ قبضہ کس سال ہوا تھا؟	نپولین نے کس سال نپولین پر قبضہ کیا؟	نپولین نے کس سال نپولین پر قبضہ کیا؟
uqa_valid	کئی جماعتوں کی بنیاد رکھی گئی ، جیسے <ans> فریڈریشیا (ڈنمارک) ، برلن ، اسٹاک ہوم ، ہیمبرگ ، فرینکفرٹ ، ہیلسنکی ، اور ایمڈن </ans> ۔	شمالی یورپ کے کون سے دوسرے شہروں میں ہیوگنٹ جماعتیں تھیں؟	کون سی دو سڑکیں پارٹی کی بنیاد رکھی گئی ہیں؟	کون سی تین جماعتیں قائم کی گئی تھی؟
uqa_valid	جنوب میں سخت <ans> سیون </ans> علاقہ۔	Huguenots فرانس سے بھاگنے کے بعد، ان کے آخری باقی گڑھ کہاں تھا؟	جنوب میں جنوب میں کون سا علاقہ ہے؟	جنوب میں جنوب میں کون سا علاقہ ہے؟
uqa_valid	اس خروج کے بعد ، ہوگنوٹس فرانس کے صرف ایک خطے میں بڑی تعداد میں رہے: جنوب میں سخت <ans> سیون خطے </ans> ۔	Huguenots فرانس سے بھاگنے کے بعد، ان کے آخری باقی گڑھ کہاں تھا؟	جروج کے فرانس میں جنوب مشرقی ایشیا میں کون سا خطے غالب ہے؟	کون سا علاقہ جنوب مشرقی ایشیا کے جنوب میں واقع ہے؟
uqa_valid	18 ویں صدی کے اوائل میں ، ایک علاقائی گروپ جسے <ans> کیمیسارڈز </ans> کہا جاتا تھا جو ہوگنوٹس تھے اس خطے میں کیتھولک چرچ کے خلاف بغاوت کی ، گرجا گھروں کو جلا دیا اور پادریوں کو مار ڈالا۔	18 ویں صدی کے ہوگنوٹ گروپ نے اپنے آپ کو کیا کہا؟	18 ویں صدی کے اوائل میں کون سا گروپ ایک گروپ کے طور پر جانا جاتا تھا؟	18 ویں صدی کے اوائل میں کون سا گروپ تشکیل دیا گیا تھا؟
uqa_valid	18 ویں صدی کے اوائل میں ، ایک علاقائی گروپ جسے <ans> کامیزارڈس </ans> کہا جاتا تھا جو ہوگنوٹس تھے اس خطے میں کیتھولک چرچ کے خلاف فسادات کرتے ، گرجا گھروں کو جلا دیتے اور پادریوں کو مارتے تھے۔	18 ویں صدی کے ہوگنوٹ گروپ نے اپنے آپ کو کیا کہا؟	18 ویں صدی کے اوائل میں کون سا گروپ گروپ کو اپنے گھروں کے خلاف تسلیم کیا گیا تھا؟	18 ویں صدی کے اوائل میں کون سا گروپ ایک گروپ کے طور پر جانا جاتا تھا؟
uqa_valid	18 ویں صدی کے اوائل میں ، ایک علاقائی گروپ جسے کیمیسارڈز کے نام سے جانا جاتا تھا جو ہوگنوٹس تھے اس خطے میں <ans> کیتھولک چرچ </ans> کے خلاف بغاوت کی ، گرجا گھروں کو جلا دیا اور پادریوں کو مار ڈالا۔	Camisards کس کے خلاف لڑنے کے لئے اٹھ کھڑے ہوئے؟	کون سا گروپ اس گروپ کو مارا گیا تھا کہ وہ اپنے گھروں کو قتل کر رہے تھے؟	کس گروپ کے خلاف بغاوت ہوئی؟
uqa_valid	18 ویں صدی کے اوائل میں ، ایک علاقائی گروپ جسے کیمیسارڈز کہا جاتا تھا جو ہوگنوٹس تھے اس خطے میں <ans> کیتھولک چرچ </ans> کے خلاف بغاوت کی ، گرجا گھروں کو جلا دیا اور پادریوں کو مار ڈالا۔	Camisards کس کے خلاف لڑنے کے لئے اٹھ کھڑے ہوئے؟	کون سا گروپ اس گروپ کو مارا گیا تھا کہ وہ اپنے گھروں کو قتل کر رہا تھا؟	کس گروپ کے خلاف بغاوت ہوئی؟
uqa_valid	فرانسیسی فوجیوں کو <ans> 1702 اور 1709 </ans> کے درمیان کیمیسارڈز کے تمام بینڈوں کا شکار اور تباہ کرنے میں سال لگے۔	فرانسیسی فوجیوں نے کس سال کے درمیان Camisard بغاوتوں کو ختم کر دیا؟	فرانسیسیوں نے کب سے سسزارڈز شکار کے شکار بینڈوں کو شکار کرنے میں مدد کی؟	کس سال فرانسیسی فوجیوں نے فرانسیسیوں کو تباہ کرنے میں مدد کی؟
uqa_valid	1564 میں جین ریبولٹ کی قیادت میں نارمن ہیوگنٹس کے ایک گروپ نے سینٹ جونز دریا کے کنارے پر فورٹ کیرولائن کی ایک چھوٹی سی کالونی قائم کی جو آج فلوریڈا کے <ans> جیکسن ویل </ans> میں ہے۔	سولہویں صدی میں فلوریڈا کے کس جدید شہر کے قریب ایک ہوگنوٹ بستی تھی؟	سان ڈیاگو کیتھیڈرل کی طرف سے قائم کی گئی فرانسیسی کالونی کہاں واقع ہے؟	سان ڈیاگو کیتھیڈرل کہاں واقع ہے؟
uqa_valid	1564 میں <ans> جان ریبولٹ </ans> کی قیادت میں نارمن ہیوگنٹس کے ایک گروپ نے سینٹ جانس دریا کے کنارے پر فورٹ کیرولائن کی ایک چھوٹی سی کالونی قائم کی جو آج جیکسن ویل ، فلوریڈا میں ہے۔	وہ رہنما کون تھا جس نے فلوریڈا میں کالونی قائم کی تھی؟	15 نومبر میں کس گروپ نے سینٹ جان کی بنیاد رکھی؟	15 ویں صدی میں سینٹ جان کی قیادت کس نے کی؟
uqa_valid	1564 میں جین ریبولٹ کی قیادت میں نارمن ہیوگنوٹس کے ایک گروپ نے سینٹ جونز دریا کے کنارے پر <ans> فورٹ کیرولائن </ans> کی ایک چھوٹی سی کالونی قائم کی جو آج جیکسن ویل ، فلوریڈا میں ہے۔	فلوریڈا Huguenot کالونی کا نام کیا تھا؟	15 ویں صدی میں کون سا گروپ قائم کیا گیا تھا؟	15 ویں صدی میں کون سا گروپ قائم کیا گیا تھا؟
uqa_valid	ستمبر 1565 میں سینٹ آگسٹین میں نئی ہسپانوی کالونی کے خلاف فرانسیسی بحری حملہ ناکام ہوگیا جب اس کے جہازوں کو فورٹ میٹانساس میں <ans> ہسپانوی </ans> کیمپنگ کے راستے میں طوفان نے مارا۔	کس فوج نے اس کالونی پر حملہ کیا اور اسے تباہ کر دیا؟	15 ستمبر میں ہسپانوی فائر کے راستے پر کس نے حملہ کیا؟	کون سا ہسپانوی 15 ستمبر 18 ویں صدی میں بندرگاہ میں داخل ہوا؟
uqa_valid	ستمبر <ans> 1565 </ans> میں سینٹ آگسٹین میں نئی ہسپانوی کالونی کے خلاف فرانسیسی بحری حملہ ناکام ہوگیا جب اس کے جہازوں کو فورٹ میٹانساس میں ہسپانوی کیمپنگ کے راستے میں سمندری طوفان نے مارا۔	کالونی کب تباہ کی گئی تھی؟	سینٹ Grigworws کے خلاف فرانسیسی بحری جہازوں کب تھا؟	سینٹ جان نے ہسپانوی کالونی کے خلاف فرانسیسی بحری جہازوں پر کب حملہ کیا؟
uqa_valid	1562 میں ، بحری افسر جین ریبوٹ نے ایک مہم کی قیادت کی جس نے فلوریڈا اور موجودہ جنوب مشرقی امریکہ کی کھوج کی ، اور جنوبی کیرولائنا کے پارس جزیرے پر <ans> چارلز فورٹ </ans> کی چوکی کی بنیاد رکھی۔	جنوبی کیرولائنا میں ہیوگنٹ کی پہلی چوکی کا نام کیا تھا؟	کون سا گروپ جنوبی کوریا کی حفاظت کرتا ہے؟	دریائے تھیمز کی بنیاد کس نے رکھی؟
uqa_valid	1562 میں ، بحری افسر جین ریبوٹ نے ایک مہم کی قیادت کی جس نے فلوریڈا اور موجودہ جنوب مشرقی امریکہ کی کھوج کی ، اور جنوبی کیرولائنا کے <ans> پیرس جزیرے </ans> پر چارلس فورٹ کی چوکی کی بنیاد رکھی۔	یہ بستی آج کے کس علاقے کے قریب تھی؟	چارلس فورٹ کی بنیاد کہاں رکھی گئی تھی؟	چارلس فورٹ کی بنیاد کہاں رکھی گئی تھی؟
uqa_valid	1562 میں ، بحری افسر جین ریبوٹ نے ایک مہم کی قیادت کی جس نے فلوریڈا اور موجودہ <ans> جنوب مشرقی امریکہ </ans> کی کھوج کی ، اور جنوبی کیرولائنا کے پارس جزیرے پر چارلس فورٹ کی چوکی کی بنیاد رکھی۔	یہ بستی آج کے کس علاقے کے قریب تھی؟	پارڈو ریبوٹ کی بنیاد کس نے رکھی؟	پارڈو ریبوٹ کی بنیاد کس نے رکھی؟
uqa_valid	1565 میں ہسپانویوں نے لا فلوریڈا پر اپنے دعوے کو نافذ کرنے کا فیصلہ کیا ، اور <ans> پیڈرو مینینڈیز ڈی ایولیس </ans> کو بھیجا ، جس نے فورٹ کیرولین کے قریب سینٹ آگسٹین کی بستی قائم کی۔	کون سا ہسپانوی افسر سینٹ آگسٹین میں تصفیہ قائم کیا؟	ہسپانویوں نے سینٹ جان پر قبضہ کرنے کا حکم کس کو دیا؟	ہسپانویوں نے سینٹ جان پر قبضہ کرنے کا حکم کس کو دیا؟
uqa_valid	<ans> 1562 </ans> میں ، بحری افسر جین ریبوٹ نے ایک مہم کی قیادت کی جس نے فلوریڈا اور موجودہ جنوب مشرقی امریکہ کی کھوج کی ، اور جنوبی کیرولائنا کے پارس جزیرے پر چارلس فورٹ کی چوکی کی بنیاد رکھی۔	جب Ribault پہلی بار جنوبی کیرولائنا میں ایک تصفیہ قائم کیا؟	کس سال میں Ap ریبوٹ ریبوٹ نے ایک مہم کی قیادت کی؟	کس سال انگریزوں نے ایک بار مہم کی قیادت کی؟
uqa_valid	<ans> 1564 </ans> میں ، ریبوٹ کے سابق لیفٹیننٹ رینی گولین ڈی لاڈونیئر نے کالونی بنانے کے لئے دوسرا سفر شروع کیا۔	جب Ribault پہلی بار جنوبی کیرولائنا میں ایک تصفیہ قائم کیا؟	ریبوٹ رییئر نے ڈی ایچ ڈی لایئر کے قیام کے لئے سفر کرنا کب شروع کیا؟	ریبوٹ رییئر نے کس سال رینا شروع کیا؟
uqa_valid	<ans> مذہبی جنگوں </ans> نے واپسی کے سفر کو روک دیا ، اور چوکی کو ترک کردیا گیا۔	یورپ میں کس واقعے نے ہیوگنٹس کو چارلس فورٹ چھوڑنے پر مجبور کیا؟	کس نے روک دیا کہ چوکی کو ترک کر دیا گیا تھا؟	کون سی مذہبی جنگ نے روککی کو ترک کر دیا؟
uqa_valid	1700 میں کئی سو فرانسیسی ہیوگنٹس انگلینڈ سے <ans> ورجینیا </ans> کی کالونی میں ہجرت کر گئے ، جہاں انگریزی تاج نے انہیں لوئر نورفولک کاؤنٹی میں زمین کے گرانٹ کا وعدہ کیا تھا۔	کس انگریزی کالونی میں ہیوگنٹ آباد کاروں کو زمین کا وعدہ کیا گیا تھا؟	برطانوی فرانسیسی انگلینڈ سے کس ملک کی ہجرت کر رہے تھے؟	برطانویوں نے کس ملک میں ہجرت کی؟
